Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",4 Aralık 2024,52,72m²,1+1,1,4,Yüksek Giriş,6-10 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""1650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.650.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,15,470,,Izmir
"<strong content=""4950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.950.000 TL</strong>",4 Aralık 2024,135,145m²,3+1,1,2,,11-15 arası,İkinci El,Klima,,50  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Bahçe Dubleksi,Izmir
"<strong content=""19000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">19.000.000 TL</strong>",4 Aralık 2024,165,194m²,3+1,2,4,3,,Sıfır,Yerden Isıtma,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""72000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">72.000.000 TL</strong>",4 Aralık 2024,200,,,,4,Zemin Kat,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",4 Aralık 2024,88,90m²,2+1,1,1,,31-35 arası,,Yok,,,,Evet,,,,,,,,Bahçe Dubleksi,Izmir
"<strong content=""180000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">180.000.000 TL</strong>",4 Aralık 2024,600,650m²,,,2,,16-20 arası,İkinci El,Kat Kaloriferi,,,Boş,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,,Izmir
"<strong content=""7000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.000.000 TL</strong>",3 Aralık 2024,135,148m²,3+1,2,8,7,4,İkinci El,Merkezi Sistem,0  TL  (aylık),400  TL  (aylık),Mülk Sahibi,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",3 Aralık 2024,235,240m²,4+1,2,5,5,16-20 arası,İkinci El,Kombi (Doğalgaz),18.000  TL  (aylık),,Boş,Evet,,,,,,,,Dubleks,Izmir
"<strong content=""14750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.750.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,2,218,,Izmir
"<strong content=""2800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.800.000 TL</strong>",3 Aralık 2024,70,75m²,2+1,1,3,2,11-15 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),50  TL  (aylık),Mülk Sahibi,Evet,Arsa Tapulu,,,Arsa Tapulu,,,32821,,Izmir
"<strong content=""14875000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.875.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,10,111,,Izmir
"<strong content=""28000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">28.000.000 TL</strong>",3 Aralık 2024,245,315m²,2+1,3,2,Bahçe katı,2,,Klima,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""8950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.950.000 TL</strong>",3 Aralık 2024,120,140m²,4+1,2,2,Bahçe katı,,,Klima,,50  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""11450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.450.000 TL</strong>",3 Aralık 2024,193,217m²,4+1,1,3,,11-15 arası,İkinci El,Kat Kaloriferi,,,Mülk Sahibi,Hayır,,,,,,,,Tripleks,Izmir
"<strong content=""9750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.750.000 TL</strong>",3 Aralık 2024,260,270m²,6+1,2,2,,3,İkinci El,Merkezi Sistem,,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",3 Aralık 2024,205,215m²,4+1,2,3,,4,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""8750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.750.000 TL</strong>",3 Aralık 2024,175,200m²,3+1,2,3,,,,Yerden Isıtma,,,,Evet,,,,,,,,,Izmir
"<strong content=""3700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.700.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,2,101,,Izmir
"<strong content=""40000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">40.000.000 TL</strong>",2 Aralık 2024,300,500m²,5+1,4,3,Müstakil,16-20 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Tripleks,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",3 Aralık 2024,150,175m²,3+1,2,2,,,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,28,87,,Izmir
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",2 Aralık 2024,110,120m²,2+1,1,5,3,5,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,1721,,Izmir
"<strong content=""3120000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.120.000 TL</strong>",3 Aralık 2024,38,,,,7,Zemin Kat,,,,,,Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",2 Aralık 2024,85,90m²,2+1,1,4,,21-25 arası,İkinci El,Yok,,,Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,En Üst Kat,Izmir
"<strong content=""2850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.850.000 TL</strong>",2 Aralık 2024,100,120m²,3+1,1,7,4,16-20 arası,,,0  TL  (aylık),100  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Ara Kat,Izmir
"<strong content=""7400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.400.000 TL</strong>",2 Aralık 2024,70,80m²,2+1,2,7,4,4,,Merkezi Sistem,30.000  TL  (aylık),,Boş,Hayır,,,,,,,,Tek Kat,Izmir
"<strong content=""3850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.850.000 TL</strong>",2 Aralık 2024,110,125m²,3+1,1,10,7,11-15 arası,İkinci El,Kombi (Doğalgaz),,200  TL  (aylık),Kiracılı,Evet,,,,,,2,22171,,Izmir
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""12600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.600.000 TL</strong>",2 Aralık 2024,135,310m²,4+1,2,3,,2,,Kombi (Doğalgaz),,,,Evet,,,,,,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",2 Aralık 2024,80,100m²,2+1,2,,,21-25 arası,İkinci El,Klima,,,Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""2350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.350.000 TL</strong>",2 Aralık 2024,120,125m²,3+1,2,7,5,16-20 arası,İkinci El,Yok,0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""1300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.300.000 TL</strong>",2 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,1128,,,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",2 Aralık 2024,85,90m²,2+1,1,5,2,36-40 arası,İkinci El,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""475000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">475.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""5350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.350.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""4150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.150.000 TL</strong>",2 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,1,10029,,Izmir
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",1 Aralık 2024,95,110m²,3+1,1,5,5,31-35 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Hayır,Kat İrtifakı,,,Kat İrtifakı,Danışman,13,6565,En Üst Kat,Izmir
"<strong content=""9600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.600.000 TL</strong>",1 Aralık 2024,220,245m²,6+2,2,2,Bahçe katı,26-30 arası,,Soba (Kömür),,,Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""5450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.450.000 TL</strong>",1 Aralık 2024,85,110m²,2+1,1,3,3,11-15 arası,,Klima,,,Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",1 Aralık 2024,120,130m²,3+1,1,5,3,31-35 arası,,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""9000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.000.000 TL</strong>",1 Aralık 2024,120,121m²,3+2,3,3,Komple,0,Sıfır,Yerden Isıtma,35.000  TL  (aylık),,Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,2,642,Dubleks,Izmir
"<strong content=""6750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.750.000 TL</strong>",1 Aralık 2024,63,80m²,2+1,1,5,3,,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""2250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.250.000 TL</strong>",1 Aralık 2024,60,70m²,2+1,1,4,1,5,,Klima,,250  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""10000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.000.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,67,193,,Izmir
"<strong content=""2100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.100.000 TL</strong>",1 Aralık 2024,105,120m²,3+1,1,5,Kot 1,31-35 arası,,Yok,,,Kiracılı,Hayır,,,,,,,,,Izmir
"<strong content=""1700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.700.000 TL</strong>",1 Aralık 2024,70,361m²,2+1,1,,,,,,,,,Hayır,,,,,,,,,Izmir
"<strong content=""7800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.800.000 TL</strong>",1 Aralık 2024,105,145m²,3+1,2,10,9,,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""4650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.650.000 TL</strong>",1 Aralık 2024,128,160m²,3+1,2,10,5,,,Yerden Isıtma,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""6500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.500.000 TL</strong>",1 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,,329,507148,,Izmir
"<strong content=""3100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.100.000 TL</strong>",1 Aralık 2024,90,100m²,3+1,1,3,1,31-35 arası,İkinci El,Klima,0  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""1500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.500.000 TL</strong>",1 Aralık 2024,99,100m²,3+1,2,1,Müstakil,40 ve üzeri,İkinci El,Soba (Kömür),0  TL  (aylık),0  TL  (aylık),Boş,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",30 Kasım 2024,40,53m²,1+1,1,9,1,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,Sadece Beyaz Eşya,,,,,,Izmir
"<strong content=""2650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.650.000 TL</strong>",1 Aralık 2024,100,110m²,2+1,1,5,2,31-35 arası,,Klima,,,Boş,Hayır,,,,,,,,,Izmir
"<strong content=""13850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.850.000 TL</strong>",30 Kasım 2024,148,158m²,3+1,2,10,Ara Kat,11-15 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,,Izmir
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",29 Kasım 2024,150,310m²,3+2,3,3,Bahçe katı,1,Sıfır,Yok,,,Boş,Hayır,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Tripleks,Izmir
"<strong content=""2990000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.990.000 TL</strong>",29 Kasım 2024,75,90m²,2+1,2,3,2,11-15 arası,İkinci El,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",30 Kasım 2024,50,60m²,1+1,1,4,2,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""20000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.000.000 TL</strong>",29 Kasım 2024,230,415m²,5+2,3,3,Müstakil,6-10 arası,İkinci El,Klima,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Izmir
"<strong content=""19500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">19.500.000 TL</strong>",29 Kasım 2024,265,380m²,6+2,3,4,,,,Combi Boiler (Natural Gas),,,,Yes,,,,,,,,,Izmir
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",29 Kasım 2024,55,60m²,1+1,1,4,Yüksek Giriş,4,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",29 Kasım 2024,75,80m²,2+1,1,4,Yüksek Giriş,5,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""25650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.650.000 TL</strong>",28 Kasım 2024,280,300m²,4+1,4,5,5,21-25 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""3050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.050.000 TL</strong>",29 Kasım 2024,75,85m²,2+1,1,3,,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",29 Kasım 2024,140,150m²,3+1,1,4,1,26-30 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""16875000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.875.000 TL</strong>",29 Kasım 2024,,,,,20 ve üzeri,20 ve üzeri,11-15 arası,,Merkezi Sistem,,6.000  TL  (aylık),Boş,Evet,,,,,,,,,Izmir
"<strong content=""12437000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.437.000 TL</strong>",28 Kasım 2024,163,186m²,4+1,2,2,1,1,Sıfır,Yerden Isıtma,0  TL  (aylık),2.000  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,,,,Ara Kat,Izmir
"<strong content=""19509000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">19.509.000 TL</strong>",28 Kasım 2024,190,232m²,4+1,3,2,Zemin Kat,1,Sıfır,Yerden Isıtma,,2.000  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""4100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.100.000 TL</strong>",28 Kasım 2024,90,100m²,2+1,1,6,4,6-10 arası,İkinci El,Kombi (Doğalgaz),,1.000  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Izmir
"<strong content=""4800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.800.000 TL</strong>",28 Kasım 2024,135,263m²,6+2,2,2,Müstakil,31-35 arası,,Soba (Kömür),,,Mülk Sahibi,Evet,Müstakil Parsel,,,Müstakil Parsel,,163,,,Izmir
"<strong content=""3350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.350.000 TL</strong>",28 Kasım 2024,108,130m²,3+1,1,5,2,31-35 arası,,Yok,,200  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Izmir
"<strong content=""4100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.100.000 TL</strong>",28 Kasım 2024,130,141m²,3+1,2,4,Yüksek Giriş,26-30 arası,,Kombi (Doğalgaz),,200  TL  (aylık),Boş,Hayır,,,,,,,,,Izmir
"<strong content=""10500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.500.000 TL</strong>",28 Kasım 2024,120,140m²,3+1,2,5,3,5,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Hayır,,,,,,,,,Izmir
"<strong content=""5850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.850.000 TL</strong>",28 Kasım 2024,137,167m²,3+1,2,9,8,Between 11-15,,Combi Boiler (Natural Gas),,2  TL  (aylık),Occupied By Property Owner,Yes,,,,,,,,,Izmir
"<strong content=""9350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.350.000 TL</strong>",28 Kasım 2024,100,120m²,3+1,2,5,1,5,,Kombi (Doğalgaz),,300  TL  (aylık),Boş,Hayır,,,,,,,,,Izmir
"<strong content=""5600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.600.000 TL</strong>",28 Kasım 2024,125,140m²,2+1,2,10,5,0,Sıfır,Kombi (Doğalgaz),,1.200  TL  (aylık),Boş,Hayır,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Izmir
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",28 Kasım 2024,85,90m²,2+1,1,4,2,6-10 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,Eşyasız,,Danışman,,,Ara Kat,Izmir
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",28 Kasım 2024,90,100m²,2+1,1,4,Yüksek Giriş,5,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),,Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Giriş Kat,Izmir
"<strong content=""1475000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.475.000 TL</strong>",29 Kasım 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,,,184,,Izmir
"<strong content=""22000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.000.000 TL</strong>",28 Kasım 2024,80,,,,,Zemin Kat,6-10 arası,,Kombi (Doğalgaz),,,Boş,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,,Izmir
"<strong content=""2980000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.980.000 TL</strong>",28 Kasım 2024,135,150m²,3+1,1,4,2,,,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Izmir
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",27 Kasım 2024,160,300m²,4+1,3,3,Müstakil,,İkinci El,Klima,,500  TL  (aylık),Boş,Evet,,,Eşyalı (Mobilyalı),,,,,Tripleks,Izmir
"<strong content=""6750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.750.000 TL</strong>",27 Kasım 2024,150,301m²,3+1,1,3,Müstakil,16-20 arası,İkinci El,Yok,,1.500  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,Danışman,,,Dubleks,Izmir
"<strong content=""60000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">60.000.000 TL</strong>",28 Kasım 2024,,,,,1,,21-25 arası,İkinci El,Klima,,,Boş,Hayır,,,,,Danışman,,,,Izmir
"<strong content=""2750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.750.000 TL</strong>",27 Kasım 2024,85,90m²,2+1,1,4,4,21-25 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,En Üst Kat,Izmir
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",27 Kasım 2024,130,135m²,2+1,1,2,Komple,26-30 arası,İkinci El,Yok,1  TL  (aylık),500  TL  (aylık),Boş,Hayır,Hisseli Tapu,,Eşyasız,Hisseli Tapu,Danışman,2016,,Bahçe Dubleksi,Izmir
"<strong content=""7750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.750.000 TL</strong>",27 Kasım 2024,135,300m²,4+1,3,3,Komple,0,Sıfır,Yok,,0  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",27 Kasım 2024,180,305m²,4+1,2,,Detached,Between 21-25,Second Hand,,,500  TL  (aylık),Vacant,Yes,Condominium,,Furnished,Condominium,Agent,,,Triplex,Izmir
"<strong content=""18000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.000.000 TL</strong>",27 Kasım 2024,170,374m²,5+1,3,3,Müstakil,2,Sıfır,Klima,1  TL  (aylık),1  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""5650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.650.000 TL</strong>",27 Kasım 2024,,,,,,,,,,,,,Hayır,Müstakil Parsel,,,Müstakil Parsel,Danışman,,,,Izmir
"<strong content=""6950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.950.000 TL</strong>",27 Kasım 2024,229,230m²,2+1,1,2,Müstakil,31-35 arası,İkinci El,Yok,1  TL  (aylık),500  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""7750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.750.000 TL</strong>",27 Kasım 2024,135,302m²,4+1,3,3,Müstakil,0,Sıfır,Yok,0  TL  (aylık),350  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,,,,Tripleks,Izmir
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",27 Kasım 2024,150,290m²,5+1,3,3,Komple,0,Sıfır,Yok,0  TL  (aylık),250  TL  (aylık),Boş,Evet,Müstakil Parsel,,Eşyasız,Müstakil Parsel,Danışman,,,Tripleks,Izmir
"<strong content=""8500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.500.000 TL</strong>",27 Kasım 2024,160,290m²,4+2,3,3,Müstakil,21-25 arası,İkinci El,Klima,,250  TL  (aylık),Mülk Sahibi,Evet,Müstakil Parsel,,Eşyasız,Müstakil Parsel,Danışman,,,Tripleks,Izmir
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",27 Kasım 2024,110,290m²,3+1,2,2,Müstakil,6-10 arası,İkinci El,Soba (Kömür),,250  TL  (aylık),Mülk Sahibi,Evet,Arsa Tapulu,,Eşyasız,Arsa Tapulu,Danışman,,,Bahçe Dubleksi,Izmir
"<strong content=""10350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.350.000 TL</strong>",27 Kasım 2024,135,290m²,4+1,3,3,Komple,6-10 arası,Sıfır,Yok,1  TL  (aylık),125  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",27 Kasım 2024,135,300m²,4+1,3,3,Komple,0,Sıfır,Yok,0  TL  (aylık),0  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
"<strong content=""16000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.000.000 TL</strong>",27 Kasım 2024,150,580m²,4+1,3,3,Müstakil,6-10 arası,İkinci El,Klima,1  TL  (aylık),250  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,Danışman,,,Tripleks,Izmir
