Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""2600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.600.000 TL</strong>",17 Aralık 2024,120,130m²,3+1,1,5,Yüksek Giriş,31-35 arası,İkinci El,Kombi (Doğalgaz),13.000  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Giriş Kat,Istanbul
"<strong content=""4370000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.370.000 TL</strong>",17 Aralık 2024,95,110m²,2+1,2,5,Ara Kat,16-20 arası,İkinci El,Kombi (Doğalgaz),,300  TL  (aylık),Boş,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""4445000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.445.000 TL</strong>",17 Aralık 2024,85,95m²,2+1,1,5,Bahçe katı,6-10 arası,,,0  TL  (aylık),300  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Bahçe Dubleksi,Istanbul
"<strong content=""11700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.700.000 TL</strong>",17 Aralık 2024,65,90m²,2+1,1,7,Giriş Katı,4,,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",17 Aralık 2024,65,70m²,1+1,1,4,Bahçe katı,26-30 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Bahçe Katı,Istanbul
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",17 Aralık 2024,85,95m²,2+1,1,5,2,26-30 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),100  TL  (aylık),Kiracılı,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""29950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.950.000 TL</strong>",17 Aralık 2024,125,145m²,3+1,2,10-20 arası,9,6-10 arası,İkinci El,Kombi (Doğalgaz),,,,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""1487000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.487.000.000 TL</strong>",18 Aralık 2024,,,,,5,,11-15 arası,İkinci El,Merkezi Sistem,,,Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""1950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.950.000 TL</strong>",17 Aralık 2024,85,95m²,2+1,1,5,Bahçe katı,21-25 arası,İkinci El,Kombi (Doğalgaz),13.000  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Bahçe Katı,Istanbul
"<strong content=""3400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.400.000 TL</strong>",17 Aralık 2024,130,140m²,4+2,2,5,5,31-35 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),200  TL  (aylık),Boş,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Dubleks,Istanbul
"<strong content=""8750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.750.000 TL</strong>",17 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,22,3324,,Istanbul
"<strong content=""7950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.950.000 TL</strong>",17 Aralık 2024,95,135m²,3+1,1,10,1,31-35 arası,İkinci El,Merkezi Sistem,,,Kiracılı,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""18550000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">18.550.000 TL</strong>",17 Aralık 2024,150,170m²,3+1,2,20 ve üzeri,16,11-15 arası,İkinci El,Merkezi Sistem,,10.000  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",17 Aralık 2024,45,68m²,1+1,1,20 ve üzeri,20 ve üzeri,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""11000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.000.000 TL</strong>",17 Aralık 2024,60,68m²,1+1,1,20 ve üzeri,9,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""7250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.250.000 TL</strong>",17 Aralık 2024,200,220m²,4+2,3,3,3,4,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""23000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">23.000.000 TL</strong>",17 Aralık 2024,350,400m²,6+2,3,3,2,Between 26-30,Second Hand,Combi Boiler (Natural Gas),,,Vacant,Yes,,,,,,,,Roof Duplex,Istanbul
"<strong content=""5750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.750.000 TL</strong>",17 Aralık 2024,130,150m²,2+2,2,5,5,5,,Merkezi Sistem (Isı Payı Ölçer),,600  TL  (aylık),Kiracılı,Hayır,,,,,,,,,Istanbul
"<strong content=""10450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.450.000 TL</strong>",17 Aralık 2024,122,146m²,3+1,2,10-20 arası,5,11-15 arası,,Yerden Isıtma,,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""13500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.500.000 TL</strong>",17 Aralık 2024,155,178m²,4+1,1,10-20 arası,8,40 ve üzeri,İkinci El,Merkezi Sistem,60.000  TL  (aylık),2.000  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""5500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.500.000 TL</strong>",17 Aralık 2024,108,113m²,4+1,1,3,En Üst Kat,16-20 arası,İkinci El,Kombi (Doğalgaz),30.000  TL  (aylık),,Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""1750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.750.000 TL</strong>",17 Aralık 2024,65,75m²,2+1,1,4,Yüksek Giriş,31-35 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""7750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.750.000 TL</strong>",16 Aralık 2024,105,118m²,3+1,1,5,2,26-30 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),2.000  TL  (aylık),Kiracılı,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,5,391,Ara Kat,Istanbul
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",16 Aralık 2024,100,115m²,3+1,1,5,1,21-25 arası,İkinci El,Kombi (Doğalgaz),,200  TL  (aylık),Kiracılı,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""29750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.750.000 TL</strong>",16 Aralık 2024,170,220m²,4+1,3,10,7,26-30 arası,İkinci El,Merkezi Sistem,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""12345678"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.345.678 TL</strong>",19 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Istanbul
"<strong content=""2500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.500.000 TL</strong>",17 Aralık 2024,70,84m²,2+1,1,5,2,21-25 arası,,Yok,,,,Hayır,,,,,,,,,Istanbul
"<strong content=""4250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.250.000 TL</strong>",16 Aralık 2024,100,105m²,2+1,1,4,Giriş Katı,21-25 arası,İkinci El,Kombi (Doğalgaz),,150  TL  (aylık),Kiracılı,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,Giriş Kat,Istanbul
"<strong content=""5800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.800.000 TL</strong>",17 Aralık 2024,95,136m²,2+1,1,4,3,0,,,0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Istanbul
"<strong content=""1050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.050.000 TL</strong>",17 Aralık 2024,13,,,,5,Giriş Katı,26-30 arası,,Yok,10.000  TL  (aylık),,Kiracılı,Evet,,,,,,3778,,,Istanbul
"<strong content=""14750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.750.000 TL</strong>",16 Aralık 2024,330,360m²,5+2,3,4,,16-20 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Fourlex,Istanbul
"<strong content=""8160000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.160.000 TL</strong>",16 Aralık 2024,125,148m²,3+1,2,8,5,11-15 arası,,Kombi (Doğalgaz),,3  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""16950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.950.000 TL</strong>",16 Aralık 2024,140,200m²,3+1,2,20 ve üzeri,6,11-15 arası,,Merkezi Sistem (Isı Payı Ölçer),,7  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""4200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.200.000 TL</strong>",16 Aralık 2024,120,130m²,3+1,1,4,3,16-20 arası,,,0  TL  (aylık),1.350  TL  (aylık),Boş,Evet,,,Eşyasız,,,,,Ara Kat,Istanbul
"<strong content=""12650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.650.000 TL</strong>",17 Aralık 2024,100,115m²,3+1,1,5,5,31-35 arası,,Merkezi Sistem,,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""14900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.900.000 TL</strong>",16 Aralık 2024,65,85m²,1+1,1,20 ve üzeri,16,11-15 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""5850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.850.000 TL</strong>",16 Aralık 2024,75,80m²,2+1,1,4,Ara Kat,11-15 arası,İkinci El,Kombi (Doğalgaz),30.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""1920000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.920.000 TL</strong>",16 Aralık 2024,55,65m²,1+1,1,,Yüksek Giriş,,,Kombi (Doğalgaz),9.000  TL  (aylık),50  TL  (aylık),Kiracılı,Evet,Kat Mülkiyeti,,,Kat Mülkiyeti,Danışman,,,,Istanbul
"<strong content=""8650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.650.000 TL</strong>",16 Aralık 2024,75,90m²,2+1,1,4,2,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""2350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.350.000 TL</strong>",17 Aralık 2024,65,75m²,1+1,1,5,3,,Sıfır,Kombi (Doğalgaz),19.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""25950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.950.000 TL</strong>",16 Aralık 2024,110,150m²,3+1,2,3,2,3,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""29950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.950.000 TL</strong>",16 Aralık 2024,125,175m²,3+1,2,10-20 arası,9,6-10 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""16500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.500.000 TL</strong>",16 Aralık 2024,140,165m²,3+1,2,2,Bahçe katı,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),80.000  TL  (aylık),1.500  TL  (aylık),Boş,Evet,,,,,,,,Bahçe Dubleksi,Istanbul
"<strong content=""11700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.700.000 TL</strong>",16 Aralık 2024,65,90m²,2+1,1,7,Giriş Katı,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""1500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.500.000 TL</strong>",17 Aralık 2024,,,,,,,,,,,,,Evet,Hisseli Tapu,,,Hisseli Tapu,Danışman,1,10435,,Istanbul
"<strong content=""10700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.700.000 TL</strong>",16 Aralık 2024,105,127m²,2+1,2,10,7,6-10 arası,,Klima,0  TL  (aylık),0  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Istanbul
"<strong content=""3400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.400.000 TL</strong>",16 Aralık 2024,52,65m²,2+1,1,5,1,,Sıfır,Yerden Isıtma,,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""66700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">66.700.000 TL</strong>",16 Aralık 2024,290,330m²,6+1,5,4,4,,,Floor Heating,,,Vacant,Yes,,,,,,,,,Istanbul
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",16 Aralık 2024,160,180m²,3+1,2,3,Ara Kat,21-25 arası,İkinci El,Kombi (Doğalgaz),60.000  TL  (aylık),,Boş,Hayır,,,,,,,,Tek Kat,Istanbul
"<strong content=""10500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.500.000 TL</strong>",16 Aralık 2024,95,128m²,3+1,2,20 ve üzeri,5,6-10 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Kiracılı,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""16950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.950.000 TL</strong>",16 Aralık 2024,185,230m²,4+1,2,9,8,Between 31-35,Second Hand,Central System (Heat Share Meter),,,Occupied By Property Owner,Yes,,,,,,,,Tek Kat,Istanbul
"<strong content=""17250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">17.250.000 TL</strong>",16 Aralık 2024,103,131m²,3+1,2,9,9,6-10 arası,Sıfır,Yerden Isıtma,,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",16 Aralık 2024,70,85m²,2+1,1,5,4,11-15 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""7100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.100.000 TL</strong>",16 Aralık 2024,85,106m²,2+1,1,10-20 arası,14,11-15 arası,,Merkezi Sistem (Isı Payı Ölçer),,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""8350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.350.000 TL</strong>",16 Aralık 2024,42,60m²,1+1,1,8,Ara Kat,1,Sıfır,Kombi (Doğalgaz),45.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",16 Aralık 2024,90,,,,10,Giriş Katı,26-30 arası,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""9800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.800.000 TL</strong>",16 Aralık 2024,88,120m²,2+1,1,20 ve üzeri,9,5,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""6750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.750.000 TL</strong>",16 Aralık 2024,180,190m²,4+2,2,5,5,1,Sıfır,Kombi (Doğalgaz),25.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""2300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.300.000 TL</strong>",17 Aralık 2024,60,80m²,1+1,1,5,5,36-40 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""4090000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.090.000 TL</strong>",15 Aralık 2024,115,125m²,3+1,2,4,Çatı Katı,5,,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,,Istanbul
"<strong content=""85000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">85.000.000 TL</strong>",16 Aralık 2024,175,202m²,2+1,2,20 ve üzeri,20 ve üzeri,1,Sıfır,Merkezi Sistem,200.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""15000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">15.000.000 TL</strong>",16 Aralık 2024,95,120m²,3+1,2,6,Yüksek Giriş,,Sıfır,Merkezi Sistem (Isı Payı Ölçer),70.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""12650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.650.000 TL</strong>",15 Aralık 2024,126,186m²,3+1,2,10-20 arası,1,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),0  TL  (aylık),0  TL  (aylık),Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""3300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.300.000 TL</strong>",15 Aralık 2024,70,80m²,2+1,1,4,1,6-10 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),200  TL  (aylık),Kiracılı,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""42000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">42.000.000 TL</strong>",16 Aralık 2024,150,194m²,5+1,2,2,,0,Sıfır,Kombi (Doğalgaz),,10.000  TL  (aylık),Boş,Evet,Kat Mülkiyeti,,Eşyasız,Kat Mülkiyeti,Danışman,,,,Istanbul
"<strong content=""2630000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.630.000 TL</strong>",15 Aralık 2024,90,105m²,2+1,1,4,1,26-30 arası,,Kombi (Doğalgaz),,,Kiracılı,Hayır,,,,,,,,,Istanbul
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",16 Aralık 2024,85,95m²,2+1,1,4,Ara Kat,31-35 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""4460000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.460.000 TL</strong>",16 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,1,5297,,Istanbul
"<strong content=""865000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">865.000 TL</strong>",16 Aralık 2024,,,,,,,,,,,,,Hayır,Hisseli Tapu,,,Hisseli Tapu,Danışman,1,5307,,Istanbul
"<strong content=""1090000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.090.000 TL</strong>",15 Aralık 2024,100,110m²,2+1,1,5,Bahçe katı,6-10 arası,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",15 Aralık 2024,100,125m²,3+1,1,5,4,31-35 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Hayır,,,,,,,,,Istanbul
"<strong content=""8950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.950.000 TL</strong>",15 Aralık 2024,120,135m²,3+1,2,4,4,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Çatı Dubleksi,Istanbul
"<strong content=""7500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.500.000 TL</strong>",15 Aralık 2024,92,135m²,2+1,2,10-20 arası,4,,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Evet,,,,,,,,,Istanbul
"<strong content=""1900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.900.000 TL</strong>",15 Aralık 2024,80,90m²,2+1,1,6,1,26-30 arası,,Kombi (Doğalgaz),,100  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,,Istanbul
"<strong content=""2000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.000.000 TL</strong>",15 Aralık 2024,75,85m²,2+1,1,6,1,26-30 arası,,Kombi (Doğalgaz),,50  TL  (aylık),Boş,Hayır,,,,,,,,,Istanbul
"<strong content=""96200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">96.200.000 TL</strong>",14 Aralık 2024,224,260m²,4+1,4,3,1,0,Sıfır,Yerden Isıtma,0  TL  (aylık),0  TL  (aylık),Boş,Hayır,,,,,,,,,Istanbul
"<strong content=""11500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.500.000 TL</strong>",15 Aralık 2024,135,145m²,3+1,2,4,2,26-30 arası,,Merkezi Sistem (Isı Payı Ölçer),,,Boş,Hayır,,,,,,,,,Istanbul
"<strong content=""7200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">7.200.000 TL</strong>",15 Aralık 2024,75,115m²,2+1,2,9,9,11-15 arası,,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""4750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.750.000 TL</strong>",15 Aralık 2024,51,66m²,1+1,1,10-20 arası,14,5,,Merkezi Sistem (Isı Payı Ölçer),,,Kiracılı,Evet,,,,,,,,,Istanbul
"<strong content=""4200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.200.000 TL</strong>",14 Aralık 2024,125,130m²,3+1,1,2,1,11-15 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),100  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""4250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.250.000 TL</strong>",14 Aralık 2024,100,115m²,2+1,1,5,3,,Sıfır,Kombi (Doğalgaz),25.000  TL  (aylık),150  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""2000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.000.000 TL</strong>",14 Aralık 2024,80,90m²,2+1,1,4,Bahçe katı,16-20 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),100  TL  (aylık),Mülk Sahibi,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Bahçe Katı,Istanbul
"<strong content=""2725000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.725.000 TL</strong>",15 Aralık 2024,75,100m²,2+1,1,4,Yüksek Giriş,6-10 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Istanbul
"<strong content=""110000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">110.000.000 TL</strong>",14 Aralık 2024,235,,,,5,Ground Floor,Between 16-20,,Central Heating (Natural Gas),300.000  TL  (aylık),0  TL  (aylık),Occupied By Tenant,Yes,Condominium,,,Condominium,Agent,,,,Istanbul
"<strong content=""14875000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.875.000 TL</strong>",14 Aralık 2024,80,100m²,2+1,1,9,7,6-10 arası,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),0  TL  (aylık),Boş,Evet,,,,,,,,,Istanbul
"<strong content=""5450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.450.000 TL</strong>",14 Aralık 2024,115,130m²,3+1,1,3,2,16-20 arası,,Kombi (Doğalgaz),0  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,,,Eşyasız,,,,,Ara Kat,Istanbul
"<strong content=""1975000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.975.000 TL</strong>",14 Aralık 2024,55,75m²,1+1,1,,,,,Yok,,,,Hayır,,,,,,,,,Istanbul
"<strong content=""5990000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.990.000 TL</strong>",14 Aralık 2024,80,105m²,2+1,1,7,1,31-35 arası,İkinci El,Merkezi Sistem,0  TL  (aylık),0  TL  (aylık),Kiracılı,Hayır,Arsa Tapulu,,,Arsa Tapulu,,,,,Istanbul
"<strong content=""10750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.750.000 TL</strong>",14 Aralık 2024,90,100m²,2+1,1,3,2,26-30 arası,,Kombi (Doğalgaz),,,Boş,Evet,Kat Mülkiyeti,,Eşyalı (Mobilyalı),Kat Mülkiyeti,Danışman,,,Ara Kat,Istanbul
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",14 Aralık 2024,215,250m²,7+1,2,4,4,11-15 arası,İkinci El,Kombi (Doğalgaz),,800  TL  (aylık),Mülk Sahibi,Evet,Kat İrtifakı,,Eşyasız,Kat İrtifakı,Danışman,,,Çatı Dubleksi,Istanbul
"<strong content=""22300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.300.000 TL</strong>",14 Aralık 2024,330,360m²,5+2,3,4,,16-20 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Fourlex,Istanbul
"<strong content=""20000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">20.000.000 TL</strong>",15 Aralık 2024,400,,,,,Giriş Katı,,,Merkezi Sistem,0  TL  (aylık),0  TL  (aylık),Kiracılı,Hayır,Hisseli Tapu,,,Hisseli Tapu,Danışman,,,,Istanbul
"<strong content=""6402000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.402.000 TL</strong>",14 Aralık 2024,147,152m²,3+1,2,10-20 arası,Yüksek Giriş,1,İkinci El,Kombi (Doğalgaz),0  TL  (aylık),1.650  TL  (aylık),Kiracılı,Evet,Arsa Tapulu,,,Arsa Tapulu,,,,,Istanbul
